id,title,address,city,views,age,ageYears,titleStyle,url
"9pE5-0PFkBk","2354 Bellchase Dr. Manteca, CA","2354 Bellchase Dr","Manteca","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=9pE5-0PFkBk"
"YYGvRJkAg1k","2237 Rockwell Ln. Manteca, CA","2237 Rockwell Ln","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=YYGvRJkAg1k"
"UqggCpuZCQc","2159 Walsingham Ct. Tracy, CA","2159 Walsingham Ct","Tracy","33","5 years ago","5","address-only","https://www.youtube.com/watch?v=UqggCpuZCQc"
"goa4WOEK14I","1314 Audrey Dr. Tracy, CA","1314 Audrey Dr","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=goa4WOEK14I"
"1hbmpf_up9g","1555 Monterey Ct. Tracy, CA","1555 Monterey Ct","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=1hbmpf_up9g"
"5swude2KD4Y","1380 Rowland Ct. Tracy, CA","1380 Rowland Ct","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=5swude2KD4Y"
"x4HilKAN6QE","3023 Remington Way Tracy, CA","3023 Remington Way","Tracy","53","5 years ago","5","address-only","https://www.youtube.com/watch?v=x4HilKAN6QE"
"MD915X8WJMk","462 Ribier Ct. Manteca, CA","462 Ribier Ct","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=MD915X8WJMk"
"Fi032ZzGbPI","1192 Annamarie Way Tracy, CA","1192 Annamarie Way","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=Fi032ZzGbPI"
"FdsZlM57BfE","880 Begonia Pl. Manteca, CA","880 Begonia Pl","Manteca","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=FdsZlM57BfE"
"V42d4kcxaes","2813 Dorset Ln. Tracy, CA","2813 Dorset Ln","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=V42d4kcxaes"
"xTjSNeK_SzY","2460 Martin Anthony Ct. Tracy, CA","2460 Martin Anthony Ct","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=xTjSNeK_SzY"
"tVRKDnHnZZY","371 Falcon Ct. Tracy, CA","371 Falcon Ct","Tracy","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=tVRKDnHnZZY"
"ldoT4ZWD1Ck","1831 Geranium Way Tracy, CA","1831 Geranium Way","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=ldoT4ZWD1Ck"
"zHFOdGFBQ4g","237 W Moraga St. Tracy, CA","237 W Moraga St","Tracy","33","5 years ago","5","address-only","https://www.youtube.com/watch?v=zHFOdGFBQ4g"
"lqxEdCDVO0Q","2506 Spencer Ln. Tracy, CA","2506 Spencer Ln","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=lqxEdCDVO0Q"
"E4b3ULzmH30","33 James Ct. Tracy, CA","33 James Ct","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=E4b3ULzmH30"
"vhEwRy27vHo","1451 Hepburn St. Tracy, CA","1451 Hepburn St","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=vhEwRy27vHo"
"9jJBDI6U86Y","2323 Gretchen Elizabeth Ct. Tracy, CA","2323 Gretchen Elizabeth Ct","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=9jJBDI6U86Y"
"zOZEWsC0s6I","1327 W Beverly Pl. Tracy, CA","1327 W Beverly Pl","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=zOZEWsC0s6I"
"npkdZJShjAo","323 Quail Run Cir. Tracy, CA","323 Quail Run Cir","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=npkdZJShjAo"
"0zCAq0MQzCg","1625 Panorama Ct. Tracy, CA","1625 Panorama Ct","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=0zCAq0MQzCg"
"ravAmsbo7oI","17755 Golden Spike Trl. Lathrop, CA","17755 Golden Spike Trl","Lathrop","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=ravAmsbo7oI"
"k3N-1hMecOc","292 W Gaspara Dr. Mountain House, CA","292 W Gaspara Dr","Mountain House","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=k3N-1hMecOc"
"YLnS0RgH0_c","67 Barcelona Dr. Tracy, CA","67 Barcelona Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=YLnS0RgH0_c"
"GCb9omjJ0_I","202 Lauriana Ln. Tracy, CA","202 Lauriana Ln","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=GCb9omjJ0_I"
"Cn5GI63FWfo","395 Morris Phelps Dr. Tracy, CA","395 Morris Phelps Dr","Tracy","16","5 years ago","5","address-only","https://www.youtube.com/watch?v=Cn5GI63FWfo"
"PSoqdxCYx9g","426 Vineyard Pl. Pleasanton, CA","426 Vineyard Pl","Unknown","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=PSoqdxCYx9g"
"Vh6VCFWs5bY","430 Benjamin Pl. Manteca, CA","430 Benjamin Pl","Manteca","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=Vh6VCFWs5bY"
"EcMrGxdb1aw","351 Concord Ct. Manteca, CA","351 Concord Ct","Manteca","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=EcMrGxdb1aw"
"nO_gG5JYxHM","2905 Alene Ave. Tracy, CA","2905 Alene Ave","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=nO_gG5JYxHM"
"SwkrnHgP_lU","1423 Whittingham Dr. Tracy, CA","1423 Whittingham Dr","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=SwkrnHgP_lU"
"T1630z7TE7c","2929 Kennsington Ln. Tracy, CA","2929 Kennsington Ln","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=T1630z7TE7c"
"IjKB19fYzAE","709 Williams St. Tracy, CA","709 Williams St","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=IjKB19fYzAE"
"qsKrUKiM2Z8","565 Peerless Way #112 Tracy, CA","565 Peerless Way","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=qsKrUKiM2Z8"
"qZ6q8cC-ems","2670 Colony Dr. Tracy, CA","2670 Colony Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=qZ6q8cC-ems"
"xcUQFsSqVc8","1404 Cobblecreek St. Manteca, CA","1404 Cobblecreek St","Manteca","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=xcUQFsSqVc8"
"uvfBJvBdoKk","3097 Ormonde St. Tracy, CA","3097 Ormonde St","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=uvfBJvBdoKk"
"_aamD0WaFLE","2862 Ralston Way Tracy, CA","2862 Ralston Way","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=_aamD0WaFLE"
"61HwObg8QJQ","23344 Tsirelas Dr. Tracy, CA","23344 Tsirelas Dr","Tracy","27","5 years ago","5","address-only","https://www.youtube.com/watch?v=61HwObg8QJQ"
"3eXlPnsAoz0","1429 Maple Valley St. Manteca, CA","1429 Maple Valley St","Manteca","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=3eXlPnsAoz0"
"b4jJt1nyGDU","1746 Dogwood Glen Way. Manteca, CA","1746 Dogwood Glen Way","Manteca","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=b4jJt1nyGDU"
"wFj4Ar0MzH4","382 Tennis Ct. Tracy, CA","382 Tennis Ct","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=wFj4Ar0MzH4"
"OWp8wC9dCVc","3015 Ferndown Ln. Tracy, CA","3015 Ferndown Ln","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=OWp8wC9dCVc"
"xBvfSzIbaPo","1483 Kimball Pl. Manteca, CA","1483 Kimball Pl","Manteca","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=xBvfSzIbaPo"
"cy6dfgig0Ek","640 Prosperity St. Mountain House, CA","640 Prosperity St","Mountain House","13","5 years ago","5","address-only","https://www.youtube.com/watch?v=cy6dfgig0Ek"
"4W7gk_yIxOE","1534 Knollwood St. Manteca, CA","1534 Knollwood St","Manteca","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=4W7gk_yIxOE"
"BwrB53GnDFQ","2087 Vivian Ct. Tracy, CA","2087 Vivian Ct","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=BwrB53GnDFQ"
"RST4DSw5v5k","901 Potsgrove Pl. Tracy, CA","901 Potsgrove Pl","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=RST4DSw5v5k"
"tT8JgOGEowo","1505 Bella Terra Dr. Manteca, CA","1505 Bella Terra Dr","Manteca","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=tT8JgOGEowo"
"5w6iiSVAENg","1342 Citadelle St. Tracy, CA","1342 Citadelle St","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=5w6iiSVAENg"
"ynzI3M3TQjs","3040 Reyes Ln. Tracy, CA","3040 Reyes Ln","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=ynzI3M3TQjs"
"W2jvzRIZlXI","2611 Maple Grove Ave. Manteca, CA","2611 Maple Grove Ave","Manteca","326","5 years ago","5","address-only","https://www.youtube.com/watch?v=W2jvzRIZlXI"
"Ud_HHuwTVUs","410 Eva Dr. Manteca, CA","410 Eva Dr","Manteca","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=Ud_HHuwTVUs"
"YiW0F3j3DME","2690 Meadow Brook Ln. Tracy, CA","2690 Meadow Brook Ln","Tracy","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=YiW0F3j3DME"
"tR0X3TKszEU","4390 Glenbrook Dr. Tracy, CA","4390 Glenbrook Dr","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=tR0X3TKszEU"
"m0iQe4HDteo","450 Baldwin Ln. Tracy, CA","450 Baldwin Ln","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=m0iQe4HDteo"
"UEAFERM4a2g","16998 Los Padres Dr. Tracy, CA","16998 Los Padres Dr","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=UEAFERM4a2g"
"rf9cc3KLOYw","1890 Ashland Dr. Tracy, CA","1890 Ashland Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=rf9cc3KLOYw"
"kWjNysLFv_w","2095 Madera Ct. Tracy, CA","2095 Madera Ct","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=kWjNysLFv_w"
"SpgTlTJ20XI","2415 Monroe St. Tracy, CA","2415 Monroe St","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=SpgTlTJ20XI"
"0m_uaOpbpOk","162 W Moraga St. Mountain House, CA","162 W Moraga St","Mountain House","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=0m_uaOpbpOk"
"roBSdbrQbEA","1820 Tennis Ln. Tracy, CA","1820 Tennis Ln","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=roBSdbrQbEA"
"aIOYlkuw7mc","4208 Christopher Michael Ct. Tracy, CA","4208 Christopher Michael Ct","Tracy","19","5 years ago","5","address-only","https://www.youtube.com/watch?v=aIOYlkuw7mc"
"azVT-F8SIbk","1911 Briarwood Ct. Tracy, CA","1911 Briarwood Ct","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=azVT-F8SIbk"
"o2tXyq7dVMQ","1045 Alba St. Manteca, CA","1045 Alba St","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=o2tXyq7dVMQ"
"6GoZ6oL6l1U","2393 Shadow Berry Dr. Manteca, CA","2393 Shadow Berry Dr","Manteca","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=6GoZ6oL6l1U"
"gdh3ldjc698","1623 Peggy Way Manteca, CA","1623 Peggy Way","Manteca","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=gdh3ldjc698"
"XYrPPCyz8iY","1416 Cobblecreek St. Manteca, CA","1416 Cobblecreek St","Manteca","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=XYrPPCyz8iY"
"6x3kjp2tyLI","1841 Oregano Way Tracy, CA","1841 Oregano Way","Tracy","172","5 years ago","5","address-only","https://www.youtube.com/watch?v=6x3kjp2tyLI"
"CwLCpgittIM","4316 Oakridge Dr. Tracy, CA","4316 Oakridge Dr","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=CwLCpgittIM"
"yGcNwERMMFw","4345 Tropaz Ln. Tracy, CA","4345 Tropaz Ln","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=yGcNwERMMFw"
"TCVacJJHWpo","349 W Lowell Ave. Tracy, CA","349 W Lowell Ave","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=TCVacJJHWpo"
"JXKUeX2WGBM","802 Darby Dr. Tracy, CA","802 Darby Dr","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=JXKUeX2WGBM"
"wTuScTAX3pg","1062 Tulloch Dr. Tracy, CA","1062 Tulloch Dr","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=wTuScTAX3pg"
"HrGKRFFKjy4","1943 Geneva Way Manteca, CA","1943 Geneva Way","Manteca","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=HrGKRFFKjy4"
"2oWK7wV9F6U","651 Monte Casa St. Manteca, CA","651 Monte Casa St","Manteca","33","5 years ago","5","address-only","https://www.youtube.com/watch?v=2oWK7wV9F6U"
"TR-5aKlBEt8","2439 Carol Ann Dr. Tracy, CA","2439 Carol Ann Dr","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=TR-5aKlBEt8"
"UpWYu2lJWbc","296 W Gaspara Dr. Mountain House, CA","296 W Gaspara Dr","Mountain House","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=UpWYu2lJWbc"
"TIQr7uOk2L0","341 W 21st St. Tracy, CA","341 W 21st St","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=TIQr7uOk2L0"
"NrgLuuW923g","2162 Golden Gate Dr. Tracy, CA","2162 Golden Gate Dr","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=NrgLuuW923g"
"V_zZyJP5WkA","698 Sagewood Ln. Tracy, CA","698 Sagewood Ln","Tracy","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=V_zZyJP5WkA"
"FYXPNQQm3pY","1537 Ellis Ln. Manteca, CA","1537 Ellis Ln","Manteca","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=FYXPNQQm3pY"
"9TJY4uaQsjo","319 S Veach Ave. Manteca, CA","319 S Veach Ave","Manteca","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=9TJY4uaQsjo"
"98D2zVB-Ozo","2469 Shadow Berry Dr. Manteca, CA","2469 Shadow Berry Dr","Manteca","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=98D2zVB-Ozo"
"mU21avddCBk","2750 Georgia Dr. Tracy, CA","2750 Georgia Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=mU21avddCBk"
"PZv-clIaWwg","4120 Chiavari Way Manteca, CA","4120 Chiavari Way","Manteca","36","5 years ago","5","address-only","https://www.youtube.com/watch?v=PZv-clIaWwg"
"_FGtArdLE7k","1431 Divine Ln. Tracy, CA","1431 Divine Ln","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=_FGtArdLE7k"
"6PObsrR3CUw","302 Johnson Ferry Rd. Lathrop, CA","302 Johnson Ferry Rd","Lathrop","47","5 years ago","5","address-only","https://www.youtube.com/watch?v=6PObsrR3CUw"
"3M3cpB9-AvQ","980 Park Place Ct. Lathrop, CA","980 Park Place","Lathrop","29","5 years ago","5","address-only","https://www.youtube.com/watch?v=3M3cpB9-AvQ"
"otanErVTX2o","1086 Harvest Mill Dr. Manteca, CA","1086 Harvest Mill Dr","Manteca","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=otanErVTX2o"
"zoyCi518QIc","1462 Riva Trigoso Dr. Manteca, CA","1462 Riva Trigoso Dr","Manteca","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=zoyCi518QIc"
"ERLTmkJUsVs","2289 Yellowstone Ave. Tracy, CA","2289 Yellowstone Ave","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=ERLTmkJUsVs"
"UoYeMxBVXgQ","4131 Aplicella Ct. Manteca, CA","4131 Aplicella Ct","Manteca","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=UoYeMxBVXgQ"
"AQ7vLNqsqns","582 Banff Ct. Tracy, CA","582 Banff Ct","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=AQ7vLNqsqns"
"gaTWa86uU1c","3025 Garden Ct. Tracy, CA","3025 Garden Ct","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=gaTWa86uU1c"
"fSf8JJkJXtg","425 Cumberland Dr. Tracy, CA","425 Cumberland Dr","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=fSf8JJkJXtg"
"b0WPrAkhMBY","1379 Dove Dr. Tracy, CA","1379 Dove Dr","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=b0WPrAkhMBY"
"MiXHN1w_Blk","1401 Hazelnut Way Manteca, CA","1401 Hazelnut Way","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=MiXHN1w_Blk"
"qwFT_kwh2xU","17242 S Wood Creek Ln. Lathrop, CA","17242 S Wood Creek Ln","Lathrop","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=qwFT_kwh2xU"
"hpY3g2gRpGY","4632 Riverview Ct. Tracy, CA","4632 Riverview Ct","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=hpY3g2gRpGY"
"zaptVpIEcYU","2696 Maple Grove Ave. Manteca, CA","2696 Maple Grove Ave","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=zaptVpIEcYU"
"KGEpqJGx568","563 W Campania Way Mountain House, CA","563 W Campania Way","Mountain House","20","5 years ago","5","address-only","https://www.youtube.com/watch?v=KGEpqJGx568"
"3Rq_r420smE","2751 Bellchase Dr. Manteca, CA","2751 Bellchase Dr","Manteca","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=3Rq_r420smE"
"FJ-z-dfFU4U","5408 Rabbit Hill Ct. Salida, CA","5408 Rabbit Hill Ct","Salida","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=FJ-z-dfFU4U"
"hBuTWL67_s4","251 Reece Ct. Ripon, CA","251 Reece Ct","Ripon","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=hBuTWL67_s4"
"ZXlpuRNTCM8","3501 Crowley Ct","3501 Crowley Ct","Unknown","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=ZXlpuRNTCM8"
"RxZQtFjssCo","2475 Belle Glade Ln. Manteca, CA","2475 Belle Glade Ln","Manteca","22","5 years ago","5","address-only","https://www.youtube.com/watch?v=RxZQtFjssCo"
"TNJn5mtvYXI","1648 Tamarisk Ln. Tracy, CA","1648 Tamarisk Ln","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=TNJn5mtvYXI"
"F7kSMZ2PCdA","1149 Mingo Way Lathrop, CA","1149 Mingo Way","Lathrop","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=F7kSMZ2PCdA"
"GC27fCfVlH0","1680 Brandon Dewey Ln. Tracy, CA","1680 Brandon Dewey Ln","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=GC27fCfVlH0"
"g2rYmhjLo0o","8372 Waterwell Way Tracy, CA","8372 Waterwell Way","Tracy","102","5 years ago","5","address-only","https://www.youtube.com/watch?v=g2rYmhjLo0o"
"8trWoMD3o8k","517 Rockingham Way Tracy, CA","517 Rockingham Way","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=8trWoMD3o8k"
"dywMqh_DXAY","172 Dyer Ave. Manteca, CA","172 Dyer Ave","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=dywMqh_DXAY"
"nWLSIJasfZg","2081 Derrick Ave. Manteca, CA","2081 Derrick Ave","Manteca","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=nWLSIJasfZg"
"OSXo-BPOJn8","1570 Meadow Lark Ln. Tracy, CA","1570 Meadow Lark Ln","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=OSXo-BPOJn8"
"4TAUW4MdQ6w","861 W Mount Diablo Ave. Tracy, CA","861 W Mount Diablo Ave","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=4TAUW4MdQ6w"
"00SFn2TUtlk","1957 Pagoda Ct. Tracy, CA","1957 Pagoda Ct","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=00SFn2TUtlk"
"mJuu4ReL1S4","974 Cobalt Dr. Tracy, CA","974 Cobalt Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=mJuu4ReL1S4"
"SkeTWHUS_Qg","1542 Jennifer Way Tracy, CA","1542 Jennifer Way","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=SkeTWHUS_Qg"
"hnq1L-3d8pI","553 W Lowell Ave. Tracy, CA","553 W Lowell Ave","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=hnq1L-3d8pI"
"L1Y-CQEHB1U","1846 Bayberry Ln. Tracy, CA","1846 Bayberry Ln","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=L1Y-CQEHB1U"
"IxJfmgPoox8","1705 Wall St. Tracy, CA","1705 Wall St","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=IxJfmgPoox8"
"6x48MEwXLhs","13440 Galena St. Lathrop, CA","13440 Galena St","Lathrop","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=6x48MEwXLhs"
"X1z6ixEhNM0","878 Trinity Ct. Tracy, CA","878 Trinity Ct","Tracy","165","5 years ago","5","address-only","https://www.youtube.com/watch?v=X1z6ixEhNM0"
"wa7KX3Lzmuc","16734 Von Sosten Rd. Tracy, CA","16734 Von Sosten Rd","Tracy","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=wa7KX3Lzmuc"
"tynz7o-q9pE","18198 Commercial St. Lathrop, CA","18198 Commercial St","Lathrop","51","5 years ago","5","address-only","https://www.youtube.com/watch?v=tynz7o-q9pE"
"pIa30orAmwk","1920 Paradise Valley Ct. Tracy, CA","1920 Paradise Valley Ct","Tracy","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=pIa30orAmwk"
"o4mDu7CXhMo","811 N Plumas Dr. Mountain House, CA","811 N Plumas Dr","Mountain House","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=o4mDu7CXhMo"
"JJ8uw9KlXkE","227 W Santa Cruz Way Mountain House, CA","227 W Santa Cruz Way","Mountain House","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=JJ8uw9KlXkE"
"XpvQkS8qlp0","2189 Walsingham Ct. Tracy, CA","2189 Walsingham Ct","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=XpvQkS8qlp0"
"HQf5JsSDGuk","871 Allegheny Ct. Tracy, CA","871 Allegheny Ct","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=HQf5JsSDGuk"
"pTwI_2p15Ao","1287 Muir Ct. Tracy, CA","1287 Muir Ct","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=pTwI_2p15Ao"
"fS7rdptaHow","341 Accipiter Ct. Tracy, CA","341 Accipiter Ct","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=fS7rdptaHow"
"aDMDax1XOXM","4189 Pinon Way Livermore, CA","4189 Pinon Way","Livermore","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=aDMDax1XOXM"
"-OOy_RIa4zE","2802 Remington Way Tracy, CA","2802 Remington Way","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=-OOy_RIa4zE"
"cgJeY7mhSNE","552 Robert Gabriel Ct. Tracy, CA","552 Robert Gabriel Ct","Tracy","14","5 years ago","5","address-only","https://www.youtube.com/watch?v=cgJeY7mhSNE"
"S7F1I9Ssujk","1598 Northgate Dr. Manteca, CA","1598 Northgate Dr","Manteca","40","5 years ago","5","address-only","https://www.youtube.com/watch?v=S7F1I9Ssujk"
"Oib66s6T1mo","402 S Providence St. Mountain House, CA","402 S Providence St","Mountain House","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=Oib66s6T1mo"
"HXR1tH8uWb8","213 Ridgeview Dr. Tracy, CA","213 Ridgeview Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=HXR1tH8uWb8"
"bW3l-Q1Wgvg","1254 Stefano Way Manteca, CA","1254 Stefano Way","Manteca","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=bW3l-Q1Wgvg"
"qWt5PgMclAI","1096 Harvest Mill Dr. Manteca, CA","1096 Harvest Mill Dr","Manteca","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=qWt5PgMclAI"
"4MtSJG9bc7k","1224 Yorktown Ln. Manteca, CA","1224 Yorktown Ln","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=4MtSJG9bc7k"
"IOcevJcMppM","2832 Dorset Ln. Tracy, CA","2832 Dorset Ln","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=IOcevJcMppM"
"qnJThfr-uAw","1362 Whittingham Dr. Tracy, CA","1362 Whittingham Dr","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=qnJThfr-uAw"
"Mb_OToQc8X0","1155 Tom Fowler Dr. Tracy, CA","1155 Tom Fowler Dr","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=Mb_OToQc8X0"
"H7JujMMfipE","4505 Oakridge Dr. Tracy, CA","4505 Oakridge Dr","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=H7JujMMfipE"
"ieBvjhdo4Hs","1308 Primavera Ave. Manteca, CA","1308 Primavera Ave","Manteca","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=ieBvjhdo4Hs"
"M3Q0IOGVOEY","2217 Rockwell Ln. Manteca, CA","2217 Rockwell Ln","Manteca","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=M3Q0IOGVOEY"
"FQsA1z3Mvi0","2386 Sabrina Way Tracy, CA","2386 Sabrina Way","Tracy","24","5 years ago","5","address-only","https://www.youtube.com/watch?v=FQsA1z3Mvi0"
"uwOU4ZGxyGE","2258 Fountain Square Ave. Manteca, CA","2258 Fountain Square Ave","Manteca","13","5 years ago","5","address-only","https://www.youtube.com/watch?v=uwOU4ZGxyGE"
"3JUtGEKUo-A","2435 Monroe St. Tracy, CA","2435 Monroe St","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=3JUtGEKUo-A"
"YUssr5L_3hI","579 Tyler Ct. Tracy, CA","579 Tyler Ct","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=YUssr5L_3hI"
"x1u_SFLN7ek","458 Burlington Dr. Tracy, CA","458 Burlington Dr","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=x1u_SFLN7ek"
"DCyxmeICOwc","681 Argonaut St. Manteca, CA","681 Argonaut St","Manteca","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=DCyxmeICOwc"
